	HGNC_ID	Gene_symbol	Gene synonym	Ensembl	Protein class	Disease involvement	Source	Source_Date	Download_Date
15406	HGNC:29681	SLC25A33	BMSC-MCP, MGC4399, PNC1	ENSG00000171612	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15407	HGNC:27653	SLC25A34	DKFZp781A10161	ENSG00000162461	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15408	HGNC:31921	SLC25A35	FLJ40217	ENSG00000125434	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15409	HGNC:25554	SLC25A36	FLJ10618, PNC2	ENSG00000114120	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15410	HGNC:29786	SLC25A37	HT015, MFRN, MFRN1, MSCP	ENSG00000147454	Predicted intracellular proteins, Transporters		HPA	20210914	20210914
15411	HGNC:26054	SLC25A38	FLJ20551	ENSG00000144659	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15412	HGNC:24279	SLC25A39	CGI-69, FLJ22407	ENSG00000013306	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15413	HGNC:10990	SLC25A4	ANT1, PEO2, PEO3, T1	ENSG00000151729	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters	Cardiomyopathy, Disease mutation, FDA approved drug targets, Primary mitochondrial disease, Progressive external ophthalmoplegia	HPA	20210914	20210914
15414	HGNC:29680	SLC25A40	MCFP	ENSG00000075303	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15415	HGNC:28533	SLC25A41	APC4, FLJ40442, MGC34725	ENSG00000181240	Predicted intracellular proteins, Transporters		HPA	20210914	20210914
15416	HGNC:28380	SLC25A42	MGC26694	ENSG00000181035	Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15417	HGNC:30557	SLC25A43		ENSG00000077713	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15418	HGNC:29036	SLC25A44	FLJ90431, KIAA0446	ENSG00000160785	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15419	HGNC:27442	SLC25A45		ENSG00000162241	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15420	HGNC:25198	SLC25A46		ENSG00000164209	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Charcot-Marie-Tooth disease, Disease mutation, Neurodegeneration, Neuropathy	HPA	20210914	20210914
15421	HGNC:20115	SLC25A47	C14orf68	ENSG00000140107	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15422	HGNC:30451	SLC25A48	FLJ44862, HDMCP	ENSG00000145832	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15423	HGNC:10991	SLC25A5	2F1, ANT2, T2, T3	ENSG00000005022	FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Transporters	FDA approved drug targets	HPA	20210914	20210914
15424	HGNC:23323	SLC25A51	CG7943, MCART1, MGC14836	ENSG00000122696	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15425	HGNC:23324	SLC25A52	MCART2	ENSG00000141437	Predicted membrane proteins		HPA	20210914	20210914
15426	HGNC:31894	SLC25A53	MCART6	ENSG00000269743	Predicted membrane proteins		HPA	20210914	20210914
15427	HGNC:10992	SLC25A6	ANT3, ANT3Y, MGC17525	ENSG00000169100	FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Transporters	FDA approved drug targets	HPA	20210914	20210914
15428	HGNC:10993	SLC26A1	EDM4, SAT-1	ENSG00000145217	Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15429	HGNC:14470	SLC26A10		ENSG00000135502	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15430	HGNC:14471	SLC26A11		ENSG00000181045	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15431	HGNC:10994	SLC26A2	DTD, DTDST	ENSG00000155850	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation, Dwarfism	HPA	20210914	20210914
15432	HGNC:3018	SLC26A3	CLD, DRA	ENSG00000091138	Cancer-related genes, Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Cancer-related genes, Disease mutation	HPA	20210914	20210914
15433	HGNC:8818	SLC26A4	DFNB4, PDS	ENSG00000091137	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Deafness, Disease mutation, Non-syndromic deafness	HPA	20210914	20210914
15434	HGNC:9359	SLC26A5	DFNB61, PRES	ENSG00000170615	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Deafness, Non-syndromic deafness	HPA	20210914	20210914
15435	HGNC:14472	SLC26A6	DKFZp586E1422	ENSG00000225697	Plasma proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15436	HGNC:14467	SLC26A7	SUT2	ENSG00000147606	Predicted membrane proteins		HPA	20210914	20210914
15437	HGNC:14468	SLC26A8		ENSG00000112053	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15438	HGNC:14469	SLC26A9		ENSG00000174502	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15439	HGNC:10995	SLC27A1	ACSVL5, FATP, FATP1, FLJ00336, MGC71751	ENSG00000130304	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15440	HGNC:10996	SLC27A2	ACSVL1, FACVL1, FATP2, hFACVL1, HsT17226, VLACS, VLCS	ENSG00000140284	Enzymes, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15441	HGNC:10997	SLC27A3	ACSVL3, FATP3, MGC4365	ENSG00000143554	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15442	HGNC:10998	SLC27A4	ACSVL4, FATP4	ENSG00000167114	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation, Ichthyosis	HPA	20210914	20210914
15443	HGNC:10999	SLC27A5	ACSB, ACSVL6, FACVL3, FATP5, FLJ22987, VLACSR, VLCS-H2, VLCSH2	ENSG00000083807	Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15444	HGNC:11000	SLC27A6	ACSVL2, FACVL2, FATP6, VLCS-H1	ENSG00000113396	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15445	HGNC:11001	SLC28A1	CNT1	ENSG00000156222	Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15446	HGNC:11002	SLC28A2	CNT2, HCNT2, HsT17153, SPNT1	ENSG00000137860	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15447	HGNC:16484	SLC28A3	CNT3	ENSG00000197506	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15448	HGNC:11003	SLC29A1	ENT1	ENSG00000112759	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15449	HGNC:11004	SLC29A2	DER12, ENT2, HNP36	ENSG00000174669	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15450	HGNC:23096	SLC29A3	ENT3, FLJ11160	ENSG00000198246	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15451	HGNC:23097	SLC29A4	ENT4, FLJ34923	ENSG00000164638	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15452	HGNC:11005	SLC2A1	CSE, DYT18, DYT9, GLUT, GLUT1, HTLVR	ENSG00000117394	Cancer-related genes, Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Cancer-related genes, Cataract, Disease mutation, Dystonia, Epilepsy, Hereditary hemolytic anemia, Mental retardation	HPA	20210914	20210914
15453	HGNC:13444	SLC2A10	GLUT10	ENSG00000197496	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15454	HGNC:14239	SLC2A11	GLUT10, GLUT11	ENSG00000133460	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15455	HGNC:18067	SLC2A12	GLUT12, GLUT8	ENSG00000146411	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15456	HGNC:15956	SLC2A13	HMIT	ENSG00000151229	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15457	HGNC:18301	SLC2A14	GLUT14, SLC2A3P3	ENSG00000173262	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15458	HGNC:11006	SLC2A2	GLUT2	ENSG00000163581	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15459	HGNC:11007	SLC2A3	GLUT3	ENSG00000059804	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15460	HGNC:11009	SLC2A4	GLUT4	ENSG00000181856	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Diabetes mellitus, Disease mutation	HPA	20210914	20210914
15461	HGNC:15930	SLC2A4RG	GEF, HDBP1, Si-1-2, Si-1-2-19	ENSG00000125520	Predicted intracellular proteins		HPA	20210914	20210914
15462	HGNC:11010	SLC2A5	GLUT5	ENSG00000142583	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
15463	HGNC:11011	SLC2A6	GLUT6, GLUT9, HSA011372	ENSG00000160326	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15464	HGNC:13445	SLC2A7	GLUT7	ENSG00000197241	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15465	HGNC:13812	SLC2A8	GLUT8, GLUTX1	ENSG00000136856	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15466	HGNC:13446	SLC2A9	Glut9, GLUTX, URATv1	ENSG00000109667	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15467	HGNC:11012	SLC30A1	ZNT1, ZRC1	ENSG00000170385	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15468	HGNC:25355	SLC30A10	DKFZp547M236, ZnT-10, ZNT8, ZRC1	ENSG00000196660	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation, Dystonia, Neurodegeneration, Parkinsonism	HPA	20210914	20210914
15469	HGNC:11013	SLC30A2	ZNT2	ENSG00000158014	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15470	HGNC:11014	SLC30A3	ZNT3	ENSG00000115194	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15471	HGNC:11015	SLC30A4	ZNT4	ENSG00000104154	Plasma proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15472	HGNC:19089	SLC30A5	FLJ12496, FLJ12756, MGC5499, ZnT-5, ZNT5, ZNTL1, ZTL1	ENSG00000145740	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15473	HGNC:19305	SLC30A6	FLJ31101, ZNT6	ENSG00000152683	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15474	HGNC:19306	SLC30A7	ZNT7, ZnTL2	ENSG00000162695	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15475	HGNC:20303	SLC30A8	ZnT-8, ZNT8	ENSG00000164756	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Diabetes mellitus	HPA	20210914	20210914
15476	HGNC:1329	SLC30A9	C4orf1, GAC63, HUEL, ZNT9	ENSG00000014824	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15477	HGNC:11016	SLC31A1	COPT1, CTR1, hCTR1	ENSG00000136868	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15478	HGNC:11017	SLC31A2	COPT2, CTR2, hCTR2	ENSG00000136867	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15479	HGNC:11018	SLC32A1	bA122O1.1, VGAT, VIAAT	ENSG00000101438	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15480	HGNC:95	SLC33A1	ACATN, AT-1, AT1, SPG42	ENSG00000169359	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Cataract, Deafness, Disease mutation, Hereditary spastic paraplegia, Neurodegeneration	HPA	20210914	20210914
15481	HGNC:11019	SLC34A1	NAPI-3, NPT2, NPTIIa, SLC11, SLC17A2	ENSG00000131183	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15482	HGNC:11020	SLC34A2	NAPI-3B	ENSG00000157765	Cancer-related genes, Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Cancer-related genes, Disease mutation	HPA	20210914	20210914
15483	HGNC:20305	SLC34A3	FLJ38680, NPTIIc	ENSG00000198569	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15484	HGNC:11021	SLC35A1	CMPST, hCST	ENSG00000164414	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Congenital disorder of glycosylation	HPA	20210914	20210914
15485	HGNC:11022	SLC35A2	UGALT, UGAT, UGT, UGT1, UGT2, UGTL	ENSG00000102100	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Congenital disorder of glycosylation, Disease mutation, Epilepsy	HPA	20210914	20210914
15486	HGNC:11023	SLC35A3		ENSG00000117620	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Autism spectrum disorder, Epilepsy, Mental retardation	HPA	20210914	20210914
15487	HGNC:20753	SLC35A4		ENSG00000176087	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15488	HGNC:20792	SLC35A5	FLJ20730	ENSG00000138459	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15489	HGNC:20798	SLC35B1	UGTREL1	ENSG00000121073	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15490	HGNC:16872	SLC35B2	UGTrel4	ENSG00000157593	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15491	HGNC:21601	SLC35B3	C6orf196, CGI-19, dJ453H5.1, PAPST2	ENSG00000124786	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15492	HGNC:20584	SLC35B4	FLJ14697, YEA4	ENSG00000205060	Predicted membrane proteins		HPA	20210914	20210914
15493	HGNC:20197	SLC35C1	FLJ11320, FUCT1	ENSG00000181830	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Congenital disorder of glycosylation, Disease mutation	HPA	20210914	20210914
15494	HGNC:17117	SLC35C2	bA394O2.1, C20orf5, CGI-15, OVCOV1	ENSG00000080189	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15495	HGNC:20800	SLC35D1	KIAA0260, UGTREL7	ENSG00000116704	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Dwarfism	HPA	20210914	20210914
15496	HGNC:20799	SLC35D2	SQV7L, UGTrel8	ENSG00000130958	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15497	HGNC:15621	SLC35D3	FRCL1	ENSG00000182747	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15498	HGNC:20803	SLC35E1	FLJ14251	ENSG00000127526	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15499		SLC35E2	KIAA0447	ENSG00000215790	Predicted membrane proteins		HPA	20210914	20210914
15500	HGNC:33941	SLC35E2B		ENSG00000189339	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15501	HGNC:20864	SLC35E3	BLOV1	ENSG00000175782	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15502	HGNC:17058	SLC35E4		ENSG00000100036	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15503	HGNC:21483	SLC35F1	C6orf169, dJ230I3.1	ENSG00000196376	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15504	HGNC:23615	SLC35F2	FLJ13018	ENSG00000110660	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15505	HGNC:23616	SLC35F3	FLJ37712	ENSG00000183780	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15506	HGNC:19845	SLC35F4	C14orf36, FLJ37712	ENSG00000151812	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15507	HGNC:23617	SLC35F5	FLJ22004	ENSG00000115084	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15508	HGNC:26055	SLC35F6	ANT2BP, C2orf18, FLJ20555, TANGO9	ENSG00000213699	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15509	HGNC:26607	SLC35G1	C10orf60, FLJ33990, TMEM20	ENSG00000176273	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15510	HGNC:28480	SLC35G2	DKFZp564K2464, MGC3295, TMEM22	ENSG00000168917	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15511	HGNC:26848	SLC35G3	AMAC1, FLJ40154, TMEM21A	ENSG00000164729	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15512	HGNC:31043	SLC35G4	AMAC1L1, SLC35G4P	ENSG00000236396	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15513	HGNC:15546	SLC35G5	AMAC, AMAC1L2	ENSG00000177710	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15514	HGNC:31351	SLC35G6	AMAC1L3, TMEM21B	ENSG00000259224	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15515	HGNC:18761	SLC36A1	LYAAT-1, PAT1, TRAMD3	ENSG00000123643	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15516	HGNC:18762	SLC36A2	PAT2, TRAMD1, tramdorin	ENSG00000186335	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15517	HGNC:19659	SLC36A3	PAT3, TRAMD2, tramdorin2	ENSG00000186334	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15518	HGNC:19660	SLC36A4	FLJ38932, PAT4	ENSG00000180773	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15519	HGNC:11024	SLC37A1		ENSG00000160190	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15520	HGNC:20644	SLC37A2	FLJ00171	ENSG00000134955	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15521	HGNC:20651	SLC37A3	DKFZp761N0624	ENSG00000157800	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15522	HGNC:4061	SLC37A4	G6PT1, G6PT2, G6PT3, GSD1b, GSD1c, GSD1d	ENSG00000137700	Predicted membrane proteins		HPA	20210914	20210914
15523	HGNC:13447	SLC38A1	ATA1, NAT2, SAT1	ENSG00000111371	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15524	HGNC:28237	SLC38A10	MGC15523, PP1744	ENSG00000157637	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15525	HGNC:26836	SLC38A11	AVT2, FLJ39822	ENSG00000169507	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15526	HGNC:13448	SLC38A2	ATA2, KIAA1382, SAT2, SNAT2	ENSG00000134294	Predicted membrane proteins		HPA	20210914	20210914
15527	HGNC:18044	SLC38A3	G17, SN1	ENSG00000188338	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15528	HGNC:14679	SLC38A4	ATA3, NAT3, PAAT	ENSG00000139209	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15529	HGNC:18070	SLC38A5	JM24, SN2	ENSG00000017483	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15530	HGNC:19863	SLC38A6	NAT-1	ENSG00000139974	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15531	HGNC:25582	SLC38A7	FLJ10815	ENSG00000103042	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15532	HGNC:32434	SLC38A8		ENSG00000166558	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15533	HGNC:26907	SLC38A9	FLJ90709	ENSG00000177058	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15534	HGNC:12876	SLC39A1	ZIP1, ZIRTL	ENSG00000143570	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15535	HGNC:20861	SLC39A10	DKFZp564L2123, FLJ90515, KIAA1265	ENSG00000196950	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15536	HGNC:14463	SLC39A11	C17orf26	ENSG00000133195	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15537	HGNC:20860	SLC39A12	FLJ30499	ENSG00000148482	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15538	HGNC:20859	SLC39A13	FLJ25785	ENSG00000165915	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Ehlers-Danlos syndrome	HPA	20210914	20210914
15539	HGNC:20858	SLC39A14	KIAA0062, NET34, ZIP14	ENSG00000104635	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation, Dystonia, Neurodegeneration, Parkinsonism	HPA	20210914	20210914
15540	HGNC:17127	SLC39A2	ZIP2	ENSG00000165794	Predicted membrane proteins		HPA	20210914	20210914
15541	HGNC:17128	SLC39A3	ZIP3	ENSG00000141873	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15542	HGNC:17129	SLC39A4	AEZ, AWMS2, ZIP4	ENSG00000147804	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation	HPA	20210914	20210914
15543	HGNC:20502	SLC39A5		ENSG00000139540	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15544	HGNC:18607	SLC39A6	LIV-1	ENSG00000141424	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15545	HGNC:4927	SLC39A7	D6S2244E, H2-KE4, HKE4, KE4, RING5, ZIP7	ENSG00000112473	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15546	HGNC:20862	SLC39A8	BIGM103	ENSG00000138821	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Congenital disorder of glycosylation	HPA	20210914	20210914
15547	HGNC:20182	SLC39A9	FLJ11274	ENSG00000029364	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15548	HGNC:11025	SLC3A1	ATR1, CSNU1, D2H, NBAT, RBAT	ENSG00000138079	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Cystinuria, Disease mutation	HPA	20210914	20210914
15549	HGNC:11026	SLC3A2	4F2, 4F2HC, 4T2HC, CD98, CD98HC, MDU1, NACAE	ENSG00000168003	Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Cancer-related genes	HPA	20210914	20210914
15550	HGNC:10909	SLC40A1	FPN1, HFE4, IREG1, MTP1, SLC11A3	ENSG00000138449	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15551	HGNC:19429	SLC41A1	MgtE	ENSG00000133065	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15552	HGNC:31045	SLC41A2	DKFZP434K0427	ENSG00000136052	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15553	HGNC:31046	SLC41A3	FLJ20473	ENSG00000114544	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15554	HGNC:9225	SLC43A1	PB39, POV1, R00504	ENSG00000149150	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15555	HGNC:23087	SLC43A2	MGC34680	ENSG00000167703	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15556	HGNC:17466	SLC43A3	DKFZp762A227, Eeg1, FOAP-13, PRO1659, SEEEG-1	ENSG00000134802	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15557	HGNC:18798	SLC44A1	CD92, CDw92, CHTL1, CTL1	ENSG00000070214	CD markers, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15558	HGNC:17292	SLC44A2	CTL2	ENSG00000129353	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15559	HGNC:28689	SLC44A3	CTL3, MGC45474	ENSG00000143036	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Cancer-related genes	HPA	20210914	20210914
15560	HGNC:13941	SLC44A4	C6orf29, CTL4, DFNA72, FLJ14491, NG22, TPPT	ENSG00000204385	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Deafness, Disease mutation, Non-syndromic deafness	HPA	20210914	20210914
15561	HGNC:28524	SLC44A5	CTL5, MGC34032	ENSG00000137968	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15562	HGNC:17939	SLC45A1	DNB5	ENSG00000162426	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation, Epilepsy, Mental retardation	HPA	20210914	20210914
15563	HGNC:16472	SLC45A2	AIM-1, MATP, OCA4	ENSG00000164175	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Albinism, Disease mutation	HPA	20210914	20210914
15564	HGNC:8642	SLC45A3	IPCA-2, IPCA-6, IPCA-8, PCANAP2, PCANAP6, PCANAP8, prostein	ENSG00000158715	Cancer-related genes, Predicted membrane proteins, Transporters	Cancer-related genes	HPA	20210914	20210914
15565	HGNC:29196	SLC45A4	KIAA1126	ENSG00000022567	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15566	HGNC:30521	SLC46A1	HCP1, MGC9564, PCFT	ENSG00000076351	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation	HPA	20210914	20210914
15567	HGNC:16055	SLC46A2	Ly110, TSCOT	ENSG00000119457	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15568	HGNC:27501	SLC46A3	DKFZp686A1775, FLJ42613	ENSG00000139508	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15569	HGNC:25588	SLC47A1	FLJ10847, MATE1	ENSG00000142494	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15570	HGNC:26439	SLC47A2	FLJ31196, MATE2, MATE2-K	ENSG00000180638	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15571	HGNC:26035	SLC48A1	FLJ20489, hHRG-1, HRG1	ENSG00000211584	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
15572	HGNC:26177	SLC49A3	FLJ22269, LP2561, MFSD7	ENSG00000169026	Predicted membrane proteins		HPA	20210914	20210914
15573	HGNC:11027	SLC4A1	AE1, CD233, DI, EPB3, FR, RTA1A, SW, WD, WR	ENSG00000004939	Blood group antigen proteins, CD markers, Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation, Elliptocytosis, Hereditary hemolytic anemia	HPA	20210914	20210914
15574	HGNC:13811	SLC4A10	NBCn2, NCBE	ENSG00000144290	Predicted membrane proteins, Transporters		HPA	20210914	20210914
15575	HGNC:16438	SLC4A11	BTR1, CDPD1, CHED2, dJ794I6.2, FECD4, NaBC1	ENSG00000088836	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Corneal dystrophy, Deafness, Disease mutation	HPA	20210914	20210914
15576	HGNC:13813	SLC4A1AP	HLC3, kanadaptin	ENSG00000163798	Predicted intracellular proteins, Transporters		HPA	20210914	20210914
